Y_test,Y_pred,accuracy
日本 工作 北 海 名字 多 主要 範圍 三 比 一 打敗 橫 水,日本 工作 北 海 名字 多 主要 範圍 三 比 一 打敗 橫 水,1.0
飲 食 喫 藥 滿 歲 兩 沒 合理 解釋 能 免 街 吸煙 免 禁止,飲 食 喫 藥 滿 歲 兩 沒 合理 解釋 能 免 街 吸煙 免 禁止,1.0
美國 駐 內地 城 這 真 領事館 早上 關門 正 門 入 北京 外 交 組 說 美國 關門 <MUMBLE> 入 內地 領事館 這 對 反應,美國 駐 內地 城 這 真 領事館 早上 關門 正 門 入 北京 外 交 組 說 美國 關門 <MUMBLE> 入 內地 領事館 這 對 反應,1.0
今 員工 隊 美國 海 軍 今 駐 散 今 命令 旗 降下 給,今 員工 隊 美國 海 軍 今 駐 散 今 命令 旗 降下 給,1.0
麻煩 禁止 坐 兩 天 明天 重複,麻煩 禁止 坐 兩 天 明天 重複,1.0
不一定 這 情況 人 人流 聚合 嚴重 危險 影響,不一定 這 情況 人 人流 聚合 嚴重 危險 影響,1.0
年齡 八 九 女 屯門 康 和 老人 分院 黃 金,年齡 八 九 女 屯門 康 和 老人 分院 黃 金,1.0
我 估計 減 一定 幫 能 醫 管 屋 估計 <MUMBLE> 亞 博覽 屋 兩 房間 能 給 四 百 牀 但是 有 技術 問題 需要 處理 日期 開始 未,我 估計 減 一定 幫 能 醫 管 屋 估計 <MUMBLE> 亞 博覽 屋 兩 房間 能 給 四 百 牀 但是 有 技術 問題 需要 處理 日期 開始 未,1.0
 澳門 三 風 提醒 估計 晚上 依然 會, 澳門 三 風 提醒 估計 晚上 依然 會,1.0
大 連 說 十 三 命令 命令 命令 要 全部 合作 防 肺 特別 沒 特別 需要 去 另 不能,大 連 說 十 三 命令 命令 命令 要 全部 合作 防 肺 特別 沒 特別 需要 去 另 不能,1.0
亞洲 博物館 開始 完 開始 接受 接受 普通 或者 身體 看不見 生病 有 新 冠狀 肺 炎 人 入院 真 <BAD> 政府 <BAD> 權力 <MUMBLE> 醫療 管理 屋 有權力的人 名字 說 信 這 減少 久等 時間,亞洲 博物館 開始 完 開始 接受 接受 普通 或者 身體 看不見 生病 有 新 冠狀 肺 炎 人 入院 真 <BAD> 政府 <BAD> 權力 <MUMBLE> 醫療 管理 屋 有權力的人 名字 說 信 這 減少 久等 時間,1.0
 部分 <BAD> 想 煽動 或者 部分 議員 繼續 <BAD> 可能 <BAD> 安全 法 規則 放入 完 有 部分 行為 <BAD> 人 經常 基本 會 嚴重 這 行為, 部分 <BAD> 想 煽動 或者 部分 議員 繼續 <BAD> 可能 <BAD> 安全 法 規則 放入 完 有 部分 行為 <BAD> 人 經常 基本 會 嚴重 這 行為,1.0
<X> <MUMBLE> <MUMBLE> 這 香港 這 香港 在 成立 這 內地 機構 這 全部 要 再 各種 <BAD> 公司 負責 組 組 這 支持 服務 不知道 資料,<X> <MUMBLE> <MUMBLE> 這 香港 這 香港 在 成立 這 內地 機構 這 全部 要 再 各種 <BAD> 公司 負責 組 組 這 支持 服務 不知道 資料,1.0
新 冠狀 肺 炎 再 加 九 五 証實 証實 病 內 有 九 五 爆 傳染 擴散 有 超 四 十 百分比 哪裏來 不知道,新 冠狀 肺 炎 再 加 九 五 証實 証實 病 內 有 九 五 爆 傳染 擴散 有 超 四 十 百分比 哪裏來 不知道,1.0
宿舍 一 個 月 兩 個 月 三 個 月 負責 他 希望 檢測 <X> 看不到 收藏 人 我 擔心 不知道 <BAD> 成功 有 <BAD> 或者 沒 事 希望 全部 沒 事 ,宿舍 一 個 月 兩 個 月 三 個 月 負責 他 希望 檢測 <X> 看不到 收藏 人 我 擔心 不知道 <BAD> 成功 有 <BAD> 或者 沒 事 希望 全部 沒 事 ,1.0
真 現在 全部 有 一 千 二 百 <MUMBLE> 公司 介紹 計劃 這 喜歡 不喜歡 自 決定 中 區域 宿舍 這 強迫 全部 要 檢測 如果 檢測 不 要 趕走 電視廣播有限公司 報導,真 現在 全部 有 一 千 二 百 <MUMBLE> 公司 介紹 計劃 這 喜歡 不喜歡 自 決定 中 區域 宿舍 這 強迫 全部 要 檢測 如果 檢測 不 要 趕走 電視廣播有限公司 報導,1.0
張 中 懲罰 美國 對於 香港 內地 負責 懲罰,張 中 懲罰 美國 對於 香港 內地 負責 懲罰,1.0
警察 安全 屋 商業 各種 壞心腸 調查 負責 到 到,警察 安全 屋 商業 各種 壞心腸 調查 負責 到 到,1.0
繼續 出任 依然 立 法 會 希望 他 珍惜 這 機會,繼續 出任 依然 立 法 會 希望 他 珍惜 這 機會,1.0
華 醫 屋 過程 有 病 証實 証實 証實 多 政府 負責 説 名字 勇 估 全部 醫 屋 內 感染 感染 現在 這 証實 肺 炎 人 病 護士 醫生 研究 另 病 人 全部 化驗 化驗 沒 事,華 醫 屋 過程 有 病 証實 証實 証實 多 政府 負責 説 名字 勇 估 全部 醫 屋 內 感染 感染 現在 這 証實 肺 炎 人 病 護士 醫生 研究 另 病 人 全部 化驗 化驗 沒 事,1.0
另 剛剛 証實 肺 炎 男 護士 估計 社 區域 傳染 感染 病 病 人 無關,另 剛剛 証實 肺 炎 男 護士 估計 社 區域 傳染 感染 病 病 人 無關,1.0
溫度 二 十 七 至 三 十 一 風 南 東 南,溫度 二 十 七 至 三 十 一 風 南 東 南,1.0
<MUMBLE> 請看 香港 加 六 九 冠狀 肺 炎,<MUMBLE> 請看 香港 加 六 九 冠狀 肺 炎,1.0
一 以前 印尼 宿舍 旺角 九 樓 屋 負責 家 人 有 証實 肺 炎 衞生 防 中 心 這 不 合作 真 警察 部門 聯絡 談 情況 他 登記 登記 登記 記錄 沒,一 以前 印尼 宿舍 旺角 九 樓 屋 負責 家 人 有 証實 肺 炎 衞生 防 中 心 這 不 合作 真 警察 部門 聯絡 談 情況 他 登記 登記 登記 記錄 沒,1.0
 以前 機 隊 男 警察 星期日 証實 肺 炎 數天 後 開始 說 証實 肺 炎 化驗 有 少許 寄信 錯 留意 很久 証實 沒 追 再 原來 漏, 以前 機 隊 男 警察 星期日 証實 肺 炎 數天 後 開始 說 証實 肺 炎 化驗 有 少許 寄信 錯 留意 很久 証實 沒 追 再 原來 漏,1.0
好像 我 好像 街 老鼠 捉 捉 好像 稱呼自己,好像 我 好像 街 老鼠 捉 捉 好像 稱呼自己,1.0
工作 內 限制 內地 限制 嚴 加 不理會 兩 困難 給 回家 安全,工作 內 限制 內地 限制 嚴 加 不理會 兩 困難 給 回家 安全,1.0
肉 貨 公司 名字 丹麥 皇 土生土長 名字 哥 真 根 <X> 超 一 百 幾 <MUMBLE> 肺 炎 以前 六 月 前 貨 香港 有 賣,肉 貨 公司 名字 丹麥 皇 土生土長 名字 哥 真 根 <X> 超 一 百 幾 <MUMBLE> 肺 炎 以前 六 月 前 貨 香港 有 賣,1.0
小心 留意 日期 哪裏來 貨,小心 留意 日期 哪裏來 貨,1.0
政府 有權力的人 林 月 說 鼓勵 參加 這次 八 月 準備 開始 說 免費 檢測 新冠肺炎,政府 有權力的人 林 月 說 鼓勵 參加 繼續 八 月 準備 開始 說 免費 檢測 新冠肺炎,0.9375
<BAD> 林 月 上 網 說 一 月 直至 現在 政府 安排 冠狀 肺 炎 檢測 超 一 百 萬,<BAD> 林 月 上 網 說 一 月 直至 現在 政府 安排 冠狀 肺 炎 檢測 超 一 百 萬,1.0
香港 政府 <MUMBLE> 新 冠狀 肺 炎 影響 嚴重 全世界 本地 香港 經濟 貨 全部 第 一 日期 期間 下降 九 點 一 第 二 日期 下降 九 依然 弱,香港 政府 <MUMBLE> 新 冠狀 肺 炎 影響 嚴重 全世界 本地 香港 經濟 貨 全部 第 一 日期 期間 下降 九 點 一 第 二 日期 下降 九 依然 弱,1.0
全部 計算 完 今 年 頭 七 個 月 全部 工作 六 七 一 萬 人 七 月 工作 失業 六 月 一 樣 五 至 七 百分比,全部 計算 完 今 年 頭 七 個 月 全部 工作 六 七 一 萬 人 七 月 工作 失業 六 月 一 樣 五 至 七 百分比,1.0
最近 情況 社 交流 活動 暫停 完全 不 部分 聚集 <BAD> 喫飯 各種 有 擔心 依然,最近 情況 社 交流 活動 暫停 完全 不 部分 聚集 <BAD> 喫飯 各種 有 擔心 依然,1.0
非 前 <BAD> 血 抽 其實 捉去 危險 高 病 血 抽 擔心 傳染 危險 加 高 抽 血 負責 告訴我,非 前 <BAD> 血 抽 其實 捉去 危險 高 病 血 抽 擔心 傳染 危險 加 高 抽 血 負責 告訴我,1.0
去 去 去 房 去 去 去 傳染 危險,去 去 去 房 去 去 去 傳染 危險,1.0
冠 狀 肺 炎 証明 証實 一 日 下降 七 四,冠 狀 肺 炎 証明 証實 一 日 下降 七 四,1.0
另 四 進來 包括 一 菲律賓 負責 請 另 三 印度 回來 香港 人,另 四 進來 包括 一 菲律賓 負責 請 另 三 印度 回來 香港 人,1.0
給 長 時間 高 危險 工作 負責 錢 資助 緊急 處理 錢 會,給 長 時間 高 危險 工作 負責 錢 資助 緊急 處理 錢 會,1.0
經濟 <BAD> 下降 <MUMBLE> 要 考慮 內地  周轉 希望 健康 號碼 快 掃描二維碼 開始 說,經濟 <BAD> 下降 <MUMBLE> 要 考慮 內地  周轉 希望 健康 號碼 快 掃描二維碼 開始 說,1.0
這 政府 負責 運輸 屋 再 船 這 公司 <MUMBLE> 開會 休息 安排 談,這 政府 負責 運輸 屋 再 船 這 公司 <MUMBLE> 開會 休息 安排 談,1.0
