ID,Decoded Sentence,Target Sentence,Accuracy
2020-05-04/029879-029996,"['水果', '水果', '象', '煙向上升', '無論', '包紮', '哪裡', '哪裡', '<BAD>', '<BAD>', '<BAD>']","['影片', '一', '五', '分鐘', '百', '幾', '萬', '看', '全部', '看', '<MUMBLE>']",0.0
2020-05-07/031535-031643,"['建制派', '圓形屋頂', '貪心', '財務', '間中', '共產黨', '全體團結', '<BAD>', '<BAD>', '<BAD>']","['估', '計算', '計算', '雲', '多', '熱', '最', '低', '二', '八']",0.0
2020-05-09/009913-010190,"['昨天', '勁多', '示範', '示範', '冠狀病毒', '言語', '放棄', '批淮', '年幼', '鼓吹', '全', '他們的', '南韓', '依靠', '全球', '他們的', '嚴厲', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['真', '海洋公園', '今', '方法', '新', '恢復', '變', '立', '法', '會', '談', '有', '組', '意見', '有', '名字', '華', '知道', '全部', '看', '看', '海洋公園', '關閉', '不喜歡']",0.0
2020-05-09/019201-019377,"['詐騙', '取', '偏頗', '藉口', '完結', '指派', '家人', '據為己有', '信任', '解釋', '偷偷', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['內', '有', '全部', '一', '千', '零', '六', '十', '貨品', '全部', '重', '三', '四', '<MUMBLE>', '全部', '四', '千', '七', '百', '五', '十', '萬']",0.0
2020-05-10/008587-008665,"['讚揚', '狡猾', '情形', '截停', '<BAD>']","['仍然', '上升', '肺', '炎', '有']",0.0
2020-05-10/023723-023887,"['荃灣', '推車', '勁', '勁', '勁', '勁', '鐘', '傳統', '永遠', '車輛', '每個', '出入', '<BAD>']","['真', '警察', '拘捕', '三', '人', '級', '一', '殺', '店鋪', '戴口罩', '要', '壓力', '大']",0.0
2020-05-10/025235-025342,"['天文臺', '餘下', '祕密', '祕密', '青年', '左右', '用棒子在鼻子攪拌', '臺前', '<BAD>']","['天氣', '情況', '雲', '多', '部分', '有', '雨', '雨', '雷']",0.0
2020-05-11/011051-011331,"['追', '主', '知', '多個區域', '為何', '深入', '分裂', '華', '華', '對', '代', '華', 'E', '罪', '華', '代', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['降下', '再', '起立', '最後', '保安', '扶起', '走', '強', '真', '問', '問', '擔心', 'C', '私下', '控告', '會不會', '他', '說', '要', '再', '處理']",0.0
2020-05-12/007624-007857,"['房間', '為甚麼', '法庭', '波', '橫式', '聯絡', '鼓勵', '高鐵', '隊', '九龍', '勁多', '生計', '諗', '直通車', '恐嚇', '一起向前', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['勞工', '福利', '屋', '領袖', '名字', '羅', '下', '一', '星期', '準備', '詳細', '申請', '程序', '如何', '再', '看', '情況', '這', '反應', '第', '二', '申請', '內容', '這', '再', '決定']",0.0
2020-05-13/003664-003971,"['演講者', '特首', '闊', '物流', '張', '張', '張', '送出', 'D', '加拿大', '加拿大', '財務', '加拿大', '富貴', '瓶子', '飛機回來', '氣氛', '遵從', '不滿', '隨便', '懲罰', '安', '差', '差', '麵']","['兩', '大廈', '大廈', '街', '街', '全部', '店鋪', '負責', '化驗', '會', '哪裡', '地方', '傳染', '兩', '大廈', '大廈', '內', '三', '留', '估', '傳染', '不要', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-13/011966-012046,"['地鐵', '省錢', '情形', '那些', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['逛街', '警察', '一', '樣', '灣仔', '情況', '一', '樣', '類似']",0.0
2020-05-13/016799-017141,"['新西蘭', '修改', '委派', '本土', '能力', '老年人', '存', '例如', '表達', '譯員', '發貨', '部門', '健身', '切', '以上', '澳洲', '開槍', '開槍', '參考', '普通地', '昨天', '內部', '簽署', '簽署', '簽署', '簽署', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['考慮', '有', '放', '放', '限制', '限制', '包括', '下星期', '重複', '開', '商場', '買', '新', '星星', '加', '六', '七', '五', '新', '有', '關', '新冠', '肺', '炎', '關於', '甚麼', '外', '請', '宿舍', '二', '萬', '五', '千', '人', '傳染', '肺', '炎', '有']",0.0
2020-05-13/022698-022905,"['長方形', '業界', '朋友', '年紀', '達標', '會議', '她', '她', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['不能', '堅持', '催促', '催促', '過程', '處理', '地鐵', '系統', '做', '做', '跟', '沒']",0.0
2020-05-16/001534-001858,"['微軟', '會眾', '利用', '農曆', '地震', '地震', '河', '大埔', '城', '暗地裡', '指向', '指向', '三藩市', '獲利', '獲利', '獲利', '指向', '指向', '司機', '司機', '司機', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['各位', '準備', '請看', '上', '網', '發起', '下午', '去', '去', '去', '聚合', '將軍', 'O', '東', '港', '城', '拘捕', '拘捕', '八', '人', '非法', '聚集', '打', '警察', '幹涉', '警察', '工作']",0.0
2020-05-16/020922-021086,"['最近', '東京', '馬', '馬', '立法會', '加價', '加價', '加價', '加價', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['兩', '學生', '星期', '三', '晚上', '入', '沙', '田', '飲', '破壞', '粉', '山', '審判']",0.0
2020-05-16/029994-030122,"['沒辦法', '不好意思', '各自飛到', '故意', '聚焦', '搜尋', '蒙面']","['研究', '導彈', '厲害', '起名', '厲害', '導彈', '<BAD>']",0.0
2020-05-17/024056-024154,"['下星期', '報告', '德', '快速', '送去', '凋謝', '凋謝', '<BAD>']","['目的', '準備', '六', '月', '六', '前', '說', '會']",0.0
2020-05-17/026958-027272,"['男子', '大埔', '政治', '和', '和', '隊', '被帶去', '肺部', '天主教', '太古', '宗教', '跌', '生意', '什麼', '態度', '我的', '有些人', '視乎', '視乎', '綜合', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['英國', '消息', '說', '美國', '國', '防', '組', '消息', '說', '如果', '美國', '內地', '十', '年', '後', '這', '圓形', '海', '爆發', '爆發', '美國', '失敗', '防', '臺灣', '不能', '不能']",0.0
2020-05-18/006960-007057,"['葵涌', '靜默', '網相', '拖累', '開設', '笑容', '被邀請', '<BAD>', '<BAD>', '<BAD>']","['L', '全部', '票', '能', '勝利', '當選', '多謝', '全部', '支持', '信']",0.0
2020-05-18/016681-016886,"['馬來西亞', '妝', '座', '店', '樓上', '差', '訂', '開門柄', '賣光', 'P', '回家', '搬', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['保', '工作', '計劃', '有', '分', '限期', '限期', '第', '一', '六', '月', '至', '八', '月', '接受', '申請', '期間', '六', '月', '十', '四', '能']",0.0
2020-05-18/026280-026362,"['油麻地', '氣溫', '言語', '氣氛', '瓶', '放']","['內地', '有', '力', '變', '現在', '情況']",0.0
2020-05-18/030047-030257,"['原因', '仁', '仁', '劏房', '教育', '慢', '慢', '空', '抵', '撥款', '反', '反', '反', '幫不到']","['舉手', '真', '違法', '有', '真', '半', '比賽', '名字', '雲', '傳球', '名字', '保', '傳球', '錯誤']",0.0
2020-05-19/001200-001459,"['美容', '泰', '集體', '檢疫', '黑人', '移動', '保鑣', '建築', '保鑣跟隨', '主動', '主動', '前', '找', '各處爆發', '禁示', '用', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['教育', '屋', '政府', '說', '批評', '考試', '批評', '歷史', '組', '取消', '這', '林', '月', '說', '管理', '要', '負責', '政府', '幹涉', '寃枉']",0.0
2020-05-20/004775-005031,"['租', '相同', '租', '組織', '付款', '付款', '冬季', '有些', '浪潮', '堅持', '期盼', '等待', '介', '介', '租', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['現在', '旅遊', '會', '有', '一', '千', '七', '百', '幾', '登記', '會員', '如果', '肺', '炎', '持續', '可能', '之後', '有', '多', '旅遊', '公司', '關閉', '關閉', '<MUMBLE>']",0.0
2020-05-20/007662-007833,"['過去', '階段', '貪', '叫', '完結', '看到', '參', '氣溫', '屯', '測試', '測試', '設障', '做到', '人在臺上', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['客', '人', '減', '四', '十', '百分比', '希望', '肺', '新冠', '減少', '放', '放', '命令', '命令', '限制', '限制', '客', '人', '人流', '能']",0.0
2020-05-20/010135-010359,"['別人', '低', '州份', '州份', '同等', '時候', '類似', '和暖', '這樣', '週', '後期', '透明', '謊言', '奪走', '態度', '出任', '實施', '名單', '羞恥', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['保安', '屋', '領袖', '名字', 'L', '超', '說', '下', '一', '星期', '召', '召', '提醒', '提醒', '委員', '會', '管理', '警察', '會', '反對', '修改', '法', '報告', '評估', '建議']",0.0
2020-05-20/016224-016415,"['利用', '冠狀病毒', '上年', '上年', '立法會', '運貨', '獲獎', '獲獎', '做得好', '送', '送', '簽約', '<BAD>', '<BAD>']","['菜', '英文', '開', '第', '二', '政府', '出任', '期間', '說', '全部', '穩定', '真', '未來', '發展']",0.0
2020-05-20/023361-023566,"['泰國', '泰國', '上層', '過去', '高層', '發生', '身份', '看到', '倍', '大家', '鄭', '基本', '起移動', '基層', '租金', '租金', '擔憂', '擔憂']","['菜', '英文', '另', '名字', '德', '早上', '宣誓', '領袖', '副', '領袖', '跟', '法', '規則', '負責', '做', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-21/011355-011480,"['街市', '菜', '指揮', '太子', '節', '路', '商舖', '講', '降低', '<BAD>', '<BAD>', '<BAD>']","['有', '某人', '外', '幹涉', '香港', '事', '真', '仍然', '拒絕', '堅持', '一', '樣']",0.0
2020-05-21/032445-032524,"['新蒲崗', '防毒面具', '恐佈', '文件', '人龍']","['空氣', '質素', '健康', '請看', '降下']",0.0
2020-05-23/006415-006604,"['通風', '積極', '答', '答', '離開', '熟', '同伴', '堅持', '界', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['過程', '過程', '我', '估', '第', '一', '影響', '香港', '現在', '法', '內', '獨立', '不', '另']",0.0
2020-05-23/006723-006910,"['銀行', '指派', '未', '階段', '來源', '行為', '行為', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['國', '家', '某些', '破壞', '安全', '意思', '一般', '普通', '行為', '人人', '不']",0.0
2020-05-23/017359-017648,"['S', '放學', '書', '寫作', '受惠', '留低', '宣傳', '送', '果', '街', '解放', '買賣', '抄', '訪問', '聯絡', '英', '創', '發展']","['例如', '吸毒', '好', '超', '不好', '全部', '真', '不合理', '全部', '看', '知道', '意思', '超', '已經', '教育', '道', '德', '限制']",0.0
2020-05-23/021192-021355,"['壓', '等待', '雲', '衝浪者', '樂', '講解', '下雨', '有時', '有時', '陪', '有時', '涼']","['時間', '快', '晚上', '有', '柴灣', '綠', '商場', '舉起', '旗', '<MUMBLE>', '標語', '<BAD>']",0.0
2020-05-23/022725-023056,"['蔓延', '甲', '步', '物流', '教會', '收到', '互聯', '棺木', '找尋', '學生', '追蹤', '學生', '學生', '事件', '病房', '看出', '自製', '經理', '提醒大家', '氣', '怪罪於', '軟件', '頸巾', '禮', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['軍人', '科學', '研究', '病', '毒', '真', '再', '<MUMBLE>', '新', '冠狀', '肺', '打針', '指', '三', '月', '開始', '一', '期', '期間', '試驗', '武漢', '有', '一', '零', '八', '歲', '一', '八', '至', '六', '十', '身體健康', '參加']",0.0
2020-05-23/028758-028935,"['明', '跪頸', '田', '賣', '橫式', '飛機到達', '旅遊巴', '按摩', '舉殯', '其中', '大批人', '剛剛好', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['政府', '領袖', '名字', '比', '說', '急', '情況', '命令', '命令', '封關', '封關', '封關', '加', '長', '六', '月', '尾', '仍然']",0.0
2020-05-24/003901-004100,"['下屬', '蘋果', '發', '東南', '東南', '拍照', '揮動衣物', '救我', '樽', '樽', '逃走', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['名字', '名字', '路', '有', '關', '交界', '路', '前', '有', '關', '黑', '衣', '鐵', '欄', '拿出', '真', '破壞', '交通', '燈']",0.0
2020-05-25/023036-023386,"['蜜蜂', '蜜蜂', '主任', '社會', '臺北', '登記', '限期', '過後', '年級', '大量', '登記', '嚴格', '這些', '居住', '居住', '居住', '告知', '傳送', '致電', '父母', '藉口', '申請人', '付款', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['有', '關', '有', '關', '指向', '甚麼', '支持', '反對', '各種', '不能', '有', '關', '爭吵', '主題', '演講', '意見', '要', '小心', '想', '清楚', '評估', '要', '超', '真', '處理', '合理', '要', '不能']",0.0
2020-05-26/000813-001027,"['康', '評審', '指數', '信用咭', '的', '親戚', '前', '簽署', '走', '走', '走', '直接', '資金周轉', '資金周轉', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['唱歌', 'O', 'K', '有', '組', '組', '屋', '屋', '有', '星期', '四', '即將', '開', '能', '中', '三', '至', '中', '五', '恢復', '上課', '看', '學校', '準備', '如何']",0.0
2020-05-27/030800-031051,"['皮膚', '意思', '總部', '單一', '事情', '期', '數目', '法例', '浪潮', '商討', '期盼', '顯徑', '升上', '升上', '湖北', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['我', '決定', '要', '做', '我', '想', '如何', '反對', '會', '外', '交', '組', '說', '堅持', '一', '國', '兩', '制', '對於', '仍然', '主', '權力', '決定', '變', '不', '<MUMBLE>', '記', '訪問']",0.0
2020-05-30/006988-007083,"['天文臺', '出', '閱讀', '攪珠', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['留意', '兩', '規則', '但是', '忘記', '一', '國', '重要']",0.0
2020-05-30/007752-007847,"['我問', '對方', '人造', '對我說', '插隊', '蘑菇雲', '紅色', '呢']","['首先', '時間', '背景', '一定', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-05-30/009991-010226,"['小童', '通過', '嬰兒', '嬰兒', '嬰兒', '緊張', '支出很多', '基本', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['如果', '全部', '罪', '定', '合理', '懷疑', '沒', '第', '三', '一般', '法', '規則', '行為', '違法']",0.0
2020-05-30/015149-015263,"['沒理由', '對', '身份', '年紀大', '勝出', '開放', '<BAD>', '<BAD>', '<BAD>']","['美國', '如果', '取消', '香港', '特別', '身份', '影響', '香港', '會不會']",0.0
2020-05-30/018870-019084,"['孕婦', '注', '收取', '農曆', '推卸責任', '被捉', '緩和', '鎮壓', '加州', '搭臺', '聚集很多', '聚集很多', '不公平', '帶走', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['第', '一', '次', '有', '現在', '立', '法', '會', '議員', '加', '入', '問', '問', '責任', '組', '工', '聯', '阿', '有', '關', '勞工', '福利', '屋', '副', '領袖']",0.0
2020-05-30/025969-026213,"['尖沙咀', '士兵', '妹妹', '橋', '交還', '收入', '峴港', '丁', '出任', '比較', '慈善', '聚集很多', '不公平', '大廈', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['內地', '真', '世界', '新聞', '說', '內地', '準備', '最', '壞', '情況', '美國', '壓', '內地', '失敗', '不', '自', '弱', '會']",0.0
2020-05-30/031861-032026,"['因為', '因為', '雨傘', '開玩笑', '放上去', '外借', '將', '歲', '歲', '昨日', '善良', '字典', '字典', '用利器劃傷', '哭', '好笑']","['吹', '南', '西', '南', '未來', '兩', '天', '三', '天', '天氣', '熱', '部分', '時間', '有', '陽光', '<BAD>']",0.0
2020-06-01/000384-000646,"['上星期', '專家', '專家', '擠', '擠', '之外', '法官', '選舉', '輪侯', '位', '選舉', '指罵', '裏面', '升上', '黃色', '投票', '步驟', '等等', '或者偏頗', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['香港', '首次', '有', '醫療', '救', '負責', '新冠肺炎', '有', '以前', '送到', '醫院', '女', '肺炎', '女', '她', '兩', '個', '同事', '一', '樣', '証實', '肺炎', '有']",0.0
2020-06-01/002933-003032,"['九龍灣', '天上', '弊', '講演', '冷靜', '舒緩自己']","['<MUMBLE>', '病', '情況', '檢測', '看不到', '可能']",0.0
2020-06-01/008207-008508,"['站立', '富有', '富有', '有地方', '成功', '首長', '忘記', '威', '層面', '或是', '威', '島', '怎麼辦', '提交', '菜', '建', '聚合', '聚合', '出入境', '溫', '<BAD>', '<BAD>']","['衞生', '防', '中', '心', '指派', '有', '兩', '個', '結婚', '住', '沙田', '祿泉樓', '負責', '全部', '樓', '內', '病毒', '檢測', '清理', '工作', '加強', '持續']",0.0
2020-06-01/013615-013806,"['各處分開', '唾液禁本', '沖擊', '爭取', '看看', '給我', '看看', '地區', '地區', '詳細', '完整', '搬']","['考慮', '<MUMBLE>', '影響', '香港', '自', '美國', '有', '貿易', '喫虧', '會', '<BAD>', '<BAD>']",0.0
2020-06-01/013837-013972,"['意大利', '大學', '櫃臺', '資物', '時候侵犯', '對話', '對話', '對話', '<BAD>']","['陳茂波', '說', '<MUMBLE>', '說', '人民銀行', '支持', '保衛', '聯繫匯率', '仍然']",0.0
2020-06-05/017267-017573,"['題目', '香港再', '題目', '夏威夷', '緩和', '隊', '否', '否', '飛機飛抵', '紙巾', '房間', '生活', '什麼', '什麼', '降下', '被捕', '丟', '丟', '互相幫助', '各', '責任', '交給大家', '勇敢']","['星期', '一', '高', '一', '年級', '高', '小', '四', '年級', '一致', '事實', '準備', '復課', '<MUMBLE>', '學校', '多', '如果', '跟隨', '清理', '可能', '復課', '機會', '能']",0.0
2020-06-07/022159-022424,"['天氣', '大約', '字頭', '這個和那個', '混淆', '老婆', '鼓勵', '消費', '恐怖', '運輸', '熱', '熱', '帕勞', '熱', '熱', '熱', '熱', '未來', '意見', '<BAD>', '<BAD>']","['世界', '衞生', '會員', '全部', '同意', '同意', '新', '冠', '獨立', '調查', '科技', '組', '現在', '病', '爆發', '內地', '高', '看', '嚴', '加', '研究']",0.0
2020-06-08/004259-004334,"['延', '氣溫', '年輕', '年輕', '告訴我', '投資']","['有', '步驟', '<BAD>', '記', '簽名', '<BAD>']",0.0
2020-06-10/001745-002014,"['張開長方形', '忍耐', '搬動', '贊助', '店舖', '數碼', '那裡', '如常', '荒謬', '車撞過去', '小時', '籃球場', '入面', '爆', '語言', '密碼', '健', '午夜', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['有', '關於', '主', '民', '團體', '擔心', '有', '關於', '早', '決定', '<X>', '保安', '屋', '<MUMBLE>', '名字', '葉', 'L', '說', '英國', '以前', '有', '政府', '負責', '資料', '蒐集']",0.0
2020-06-10/009265-009471,"['迪士尼', '抓捕', '老闆', '叫', '錢收到', '符合', '同伴', '摔倒', '一齊', '一齊', '陪伴', '流血', '消費', '站起', '走路', '表現']","['煽動', '未來', '星期日', '工作', '放棄', '讀書', '放棄', '我', '其實', '不開心', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']",0.0
2020-06-13/006080-006451,"['南韓', '及', '房間', '房間', '房間', '游泳', '冠冕', '沒事', '非法', '生活', '房間', '生活', '熄滅', '火箭', '隔絕', '生活', '房屋', '化學', '找我', '修改', '修改', '質詢', '房委會', '週', '照顧', '<BAD>', '<BAD>', '<BAD>']","['多', '<X>', '試過', '去', '區域', '區域', '食物', '貨', '批准', '開始', '關閉', '開始', '緊急', '情況', '人', '接觸', '試過', '酸', '檢測', '現在', '有', '四', '十', '六', '証實', '有', '肺', '發炎']",0.0
2020-06-13/009513-009812,"['泰國', '可', '劏房', '收入', '收入', '軍', '鼓勵', '老婆', '平', '平', '鄭', '指', '落', '中學', '觀光', '全球', '完畢', '記憶', '簡單', '記憶', '喫東西', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['名字', '滿', '區域', '區域', '新', '貨', '批准', '切', '三', '魚', '砧板', '檢測', '有', '新冠病毒', '肺炎', '有', '北京', '四', '川', '超市', '或者', '日本', '餐廳', '暫時', '賣', '三', '魚', '不']",0.0
2020-06-13/009855-010040,"['其他', '奬盃', '火警', 'P', '事情', 'P', '違反', '多人相視而坐', '退步', '支持', '市場', '捉到', '<BAD>', '<BAD>', '<BAD>']","['真', '<MUMBLE>', '遠', '十', '八', '<BAD>', '公里', '超級市場', '真', '貨', '海鮮', '區域', '全部', '暫停', '三文魚']",0.0
2020-06-13/018520-018796,"['天文臺', '繞', '放棄', '廣', '傳', '游泳', '房子', '樓宇', '化學', '消防', '消防', '搬', '地', '救護車', '英國', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['三', '二', '一', '說', '開始', '關閉', '<BAD>', '四', '個', '月', '完', '海洋公園', '重複', '開', '入', '特別', '規則', '處理', '管理']",0.0
2020-06-13/018862-019110,"['食', '選舉', '首都', '蝙蝠', '和平', '醫生', '煩', '讀書', '無綫', '婆婆', '婆婆', '聽到', '故意', '為何', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['美國', '總統', '特朗普', '同意', '要', '鎖喉', '方法', '<BAD>', '<BAD>', '捉', '不要', '但是', '特別', '情況', '一', '樣', '要', '仍然', '鎖喉', '能']",0.0
2020-06-14/020957-021052,"['取代', '曾', '被控告', '緩解', '情緒', '輪流', '頭髮']","['真', '破壞', '中', '小', '公司', '喘息', '時間']",0.0
2020-06-15/003498-003715,"['衞', '海鮮', '食', '食', '荷', '事情', '明顯', '靠', '細', '公約', '派發', '核動力', '訟費', '問答', '新潔', '<BAD>', '<BAD>', '<BAD>']","['影響', '香港', '<X>', '跟著', '基本法', '條例', '<X>', '有', '法', '現在', '法', '條例', '權力', '最後', '審判', '權力', '影響', '不']",0.0
2020-06-15/015229-015466,"['擺甫士', '擺甫士', '演說', '新民黨', '葉劉淑儀', '吸煙', '稱呼', '渠', '杜魯多', '病情', '想不想', '拍照', '拍照', '房屋署', '滿意', '剝奪', '指責', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['學校', '話', '出席', '<BAD>', '<BAD>', '八', '十', '巴仙', '左右', '因為', '擔心', '肺', '發炎', '入', '學校', '不要', '致電', '父母', '完成', '如果', '擔心', '能']",0.0
2020-06-15/018492-018647,"['視', '任何', '人員', '亂', '亂', '隱瞞', '橫線', '有權利的人', '草字頭', '泰', '收錢', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['真', '方便', '不', '看到', '內地', '澳門', '現在', '一', '半', '錢', '或者', '四', '分', '一', '便宜']",0.0
2020-06-17/004747-004862,"['全日', '葵涌', '網相', '數天', '機場', '康復', '康復', '譯員', '譯員', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['立', '法', '會', '選舉', '人', '<X>', '如果', '<X>', '反對', '香港', '安全', '法', '條例']",0.0
2020-06-17/023065-023218,"['勞工處', '總理', '論說', '李顯龍', '照顧', '承諾', '房', '博', '新聞報告', '排', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['減', '衞生', '危險', '<X>', '全部', '<X>', '現金', '不要', '最', '好', '<X>', '要', '求', '新', '貨']",0.0
2020-06-18/019159-019321,"['無奈', '怪自己', '記', '拉開', '街市', '報告', '踢', '綠色', '領事', '昍', '洗面膏', '洗臉', '項目', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['參加', '計劃', '<MUMBLE>', '<X>', '貼', '門外', '貼', '貼', '這', '原來', '給', '人', '看', '記得', '知道', '能', '三', '月']",0.0
2020-06-21/032305-032388,"['氣溫', '氣溫', '歡迎', '看情況', '濕', '濕度', '百份比', '<BAD>', '<BAD>']","['現在', '溫度', '三', '十', '濕度', '七', '十', '五', '百份比']",0.0
2020-06-24/003730-004004,"['加拿大', '巴', '誘惑', '紅', '來源', '侵入', '分裂', '分裂', '願意', '被捕', '字', '字', '字', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['歷史', '問題', '影響', '香港', '多', '法官', '有', '雙重', '或者', '多', '國', '護照', '一刀切', '外國', '居留權', '有', '情況', '不']",0.0
2020-06-24/007632-007752,"['視', '確定', '重', '很', '很', '為何', '<BAD>', '<BAD>', '<BAD>']","['保護', '甚麼', '全部', '十', '四', '億', '人民', '安全', '問題']",0.0
2020-06-24/009886-009960,"['土瓜灣', '收到', '情形', '告訴我']","['條文', '未', '寫', '完成']",0.0
2020-06-25/003408-003696,"['警察總部', '黑', '黑', '接近', '呎', '包裹', '電', '肺部', '不管', '見面', '拘捕', '臉', '哪裡', '<STOP>', '誰', '飛機回來', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['想', '長', '管理', '首先', '要', '尋找', '基本', '這', '哪裏來', '想', '目的', '線', '內地', '甚麼', '反叛', '政', '權', '管理', '不', '變', '會', '好像', '臺灣']",0.0
2020-06-27/024068-024298,"['收到撥款', '後面', '這些', '亞', '交通', '交通', '羣體', '前後分開', '划船', '封閉', '好不好', '給他', '事件', '撲向另', '雙贏', '拖車', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['名字', '密', '根', '州', '多', '超', '一', '百', '幾', '船', '船', '湖', '船', '船', '聚集', '派對', '口罩', '沒', '分開', '沒']",0.0
2020-06-29/002851-002990,"['雙手', '接近', '市民', '破壞', '公園', '公園', '曾', '單日', '上下抹乾淨', '不理會', '<BAD>']","['永遠', '監禁', '不', '消息', '說', '條文', '<X>', '比較', '另', '地區', '規則']",0.0
2020-06-29/007038-007359,"['課', '唯一', '曠課', '代替', '課', '飛抵', '封關', '緊急', '飛抵', '列入名單', '稱為', '麻將', '曠課', '落閘', '油', '普通', '米', '檢疫', '斜坡', '低劣', '<BAD>', '<BAD>']","['北京', '外國', '交流', '部門', '說', '有關', '香港', '問題', '表現', '不好', '美國', '人', '簽證', '限制', '限制', '美國', '有關', '有關', '香港', '建議', '專門', '垃圾']",0.0
2020-06-29/023507-023647,"['出入', '出入', '網', '呼吸', '港鐵', '收', '設施', '基本', '叻', '<BAD>', '<BAD>']","['但是', '分析', '說', '片段', '可能', '加', '兩', '<MUMBLE>', '<X>', '懷疑', '戰爭']",0.0
2020-07-01/014890-015165,"['接下來', '羣組', '紙', '浮', 'F', '陪伴', '同伴', '一直', '大家', '朋友', '陪伴', '陪伴', '歡迎', '財產', '新潔', '外界', '步驟', '清楚', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['真', '法', '規則', '剛剛', '說', '<X>', '誰', '懷疑', '感覺', '有', '但是', '時間', '<BAD>', '事', '真', '証實', '能', '立', '法', '立法', '反對', '一', '國', '兩種不同規則', '沒', '這', '法', '規則', '']",0.0
2020-07-01/018755-018852,"['組裝', '社會', '不同部門', '推出', '推出', '<BAD>', '<BAD>', '<BAD>', '<BAD>']","['真', '我', '好像', '嚇', '<MUMBLE>', '我', '怕', '不', '']",0.0
